업체명,물품분류명,계약유형,금액
주식회사 포커스에이아이,옥외광섬유케이블,제3자단가계약,1339200
주식회사 포커스에이아이,정보통신공사,제3자단가계약,223440
주식회사 포커스에이아이,전선관,제3자단가계약,744000
주식회사 포커스에이아이,토공사,제3자단가계약,194400
주식회사 포커스에이아이,토공사,제3자단가계약,71640
주식회사 포커스에이아이,포장공사,제3자단가계약,8153000
주식회사 포커스에이아이,포장공사,제3자단가계약,233100
주식회사 포커스에이아이,정보통신공사,제3자단가계약,206940
주식회사 포커스에이아이,정보통신공사,제3자단가계약,749100
주식회사 포커스에이아이,정보통신공사,제3자단가계약,658560
주식회사 디라직,무선마이크장치,제3자단가계약,2470000
주식회사 비알인포텍,영상감시장치,제3자단가계약,7274000
주식회사 비알인포텍,영상감시장치,제3자단가계약,2532000
주식회사 비알인포텍,영상감시장치,제3자단가계약,8554000
주식회사 비알인포텍,보안용카메라,제3자단가계약,4864000
주식회사 비알인포텍,네트워크스위치,제3자단가계약,792000
주식회사 비알인포텍,광분배함,제3자단가계약,92000
주식회사 비알인포텍,누전차단기,제3자단가계약,74000
주식회사 비알인포텍,광섬유케이블어셈블리,제3자단가계약,40000
주식회사 비알인포텍,카메라받침대,제3자단가계약,394000
주식회사 비알인포텍,상자,제3자단가계약,2482000
주식회사 비알인포텍,상자,제3자단가계약,1538000
주식회사 비알인포텍,송수신기및미디어컨버터,제3자단가계약,1360000
주식회사 비알인포텍,접지장치또는조립품,제3자단가계약,72700
주식회사 비알인포텍,안내판,제3자단가계약,431780
주식회사 비알인포텍,절연전선및피복선,제3자단가계약,25800
주식회사 비알인포텍,절연전선및피복선,제3자단가계약,16400
주식회사 비알인포텍,네트워크케이블,제3자단가계약,32880
주식회사 비알인포텍,옥외광섬유케이블,제3자단가계약,1447950
주식회사 비알인포텍,정보통신공사,제3자단가계약,111720
주식회사 홍석,영상감시장치,제3자단가계약,1722000
주식회사 비알인포텍,영상감시장치,제3자단가계약,12619000
주식회사 비알인포텍,영상감시장치,제3자단가계약,12036000
주식회사 비알인포텍,영상감시장치,제3자단가계약,10004000
주식회사 비알인포텍,보안용카메라,제3자단가계약,5424000
주식회사 비알인포텍,누전차단기,제3자단가계약,534000
주식회사 비알인포텍,서지방지장치,제3자단가계약,405000
주식회사 비알인포텍,카메라받침대,제3자단가계약,591000
주식회사 홍석,영상감시장치,제3자단가계약,56126000
주식회사 홍석,영상감시장치,제3자단가계약,27664000
주식회사 홍석,누전차단기,제3자단가계약,3179000
주식회사 홍석,서지방지장치,제3자단가계약,270900
주식회사 홍석,안내판,제3자단가계약,2590680
주식회사 홍석,안내판,제3자단가계약,2376900
주식회사 홍석,정보통신공사,제3자단가계약,2372150
이노뎁(주),패키지소프트웨어개발및도입서비스,제3자단가계약,6843300
이노뎁(주),패키지소프트웨어개발및도입서비스,제3자단가계약,8011950
이노뎁(주),패키지소프트웨어개발및도입서비스,제3자단가계약,4738350
이노뎁(주),패키지소프트웨어개발및도입서비스,제3자단가계약,5121000
이노뎁(주),패키지소프트웨어개발및도입서비스,제3자단가계약,4182150
이노뎁(주),통신서버소프트웨어,제3자단가계약,13200000
주식회사 다누시스,통신서버소프트웨어,제3자단가계약,4260000
주식회사 비알인포텍,영상감시장치,제3자단가계약,19500000
주식회사 비알인포텍,영상감시장치,제3자단가계약,17936000
주식회사 비알인포텍,보안용카메라,제3자단가계약,61256000
주식회사 비알인포텍,네트워크스위치,제3자단가계약,403620
주식회사 비알인포텍,네트워크스위치,제3자단가계약,4440000
주식회사 비알인포텍,네트워크스위치,제3자단가계약,5064000
주식회사 비알인포텍,네트워크스위치,제3자단가계약,4188000
주식회사 비알인포텍,네트워크스위치,제3자단가계약,4725000
주식회사 비알인포텍,광섬유케이블어셈블리,제3자단가계약,60000
주식회사 비알인포텍,카메라받침대,제3자단가계약,10244000
주식회사 비알인포텍,스트로보또는경고등,제3자단가계약,1388400
주식회사 비알인포텍,네트워크케이블,제3자단가계약,4282620
주식회사 비알인포텍,전선관,제3자단가계약,5814360
주식회사 비알인포텍,토공사,제3자단가계약,60750
주식회사 비알인포텍,토공사,제3자단가계약,29850
주식회사 비알인포텍,철근콘크리트공사,제3자단가계약,67000
주식회사 비알인포텍,철근콘크리트공사,제3자단가계약,952920
주식회사 비알인포텍,포장공사,제3자단가계약,978360
주식회사 비알인포텍,포장공사,제3자단가계약,39960
주식회사 비알인포텍,정보통신공사,제3자단가계약,1793480
주식회사 비알인포텍,정보통신공사,제3자단가계약,6492200
주식회사 비알인포텍,정보통신공사,제3자단가계약,5707520
이노뎁(주),주차관제장치,제3자단가계약,144449600
이노뎁(주),주차관제장치,제3자단가계약,18039700
이노뎁(주),주차관제장치,제3자단가계약,15642000
이노뎁(주),주차관제장치,제3자단가계약,103570800
이노뎁(주),주차관제장치,제3자단가계약,10944000
이노뎁(주),주차관제장치,제3자단가계약,704000
이노뎁(주),주차관제장치,제3자단가계약,136000000
이노뎁(주),주차관제장치,제3자단가계약,15000000
이노뎁(주),주차관제장치,제3자단가계약,113862000
이노뎁(주),주차관제장치,제3자단가계약,18960600
이노뎁(주),주차관제장치,제3자단가계약,1803600
이노뎁(주),IP전화기,제3자단가계약,196500
주식회사 디라직,오디오앰프,제3자단가계약,1014000
주식회사 디라직,오디오앰프,제3자단가계약,469000
주식회사 디라직,네트워크시스템장비용랙,제3자단가계약,460000
주식회사 비알인포텍,영상감시장치,제3자단가계약,8554000
주식회사 비알인포텍,보안용카메라,제3자단가계약,9612000
주식회사 비알인포텍,보안용카메라,제3자단가계약,8866000
주식회사 비알인포텍,네트워크스위치,제3자단가계약,134540
주식회사 비알인포텍,네트워크스위치,제3자단가계약,1982000
주식회사 비알인포텍,누전차단기,제3자단가계약,356000
주식회사 비알인포텍,멀티미디어수신기,제3자단가계약,2409600
주식회사 비알인포텍,서지방지장치,제3자단가계약,340000
주식회사 비알인포텍,서지방지장치,제3자단가계약,270000
주식회사 비알인포텍,광섬유케이블어셈블리,제3자단가계약,20000
주식회사 비알인포텍,카메라받침대,제3자단가계약,114000
주식회사 비알인포텍,카메라받침대,제3자단가계약,394000
주식회사 비알인포텍,서지방지장치,제3자단가계약,1170000
주식회사 비알인포텍,상자,제3자단가계약,3490000
주식회사 비알인포텍,안내판,제3자단가계약,431780
주식회사 비알인포텍,안내판,제3자단가계약,316920
주식회사 비알인포텍,광분배함,제3자단가계약,145040
한국씨텍(주),영상감시장치,제3자단가계약,8568000
한국씨텍(주),영상감시장치,제3자단가계약,18795000
한국씨텍(주),영상정보디스플레이장치,제3자단가계약,2833000
한국씨텍(주),네트워크스위치,제3자단가계약,1299000
한국씨텍(주),서지방지장치,제3자단가계약,399000
한국씨텍(주),텔레비전거치대,제3자단가계약,215000
한국씨텍(주),전기함,제3자단가계약,420000
한국씨텍(주),누전차단기,제3자단가계약,218000
한국씨텍(주),상자,제3자단가계약,1219000
주식회사 포딕스시스템,영상감시장치,제3자단가계약,1213000
주식회사 포딕스시스템,상자,제3자단가계약,1234000
주식회사 포딕스시스템,네트워크시스템장비용랙,제3자단가계약,392000
주식회사 포딕스시스템,LCD패널또는모니터,제3자단가계약,284000
주식회사 포딕스시스템,전원공급장치,제3자단가계약,528000
주식회사 에스카,영상감시장치,제3자단가계약,23946000
주식회사 에스카,영상감시장치,제3자단가계약,4389000
주식회사 에스카,네트워크스위치,제3자단가계약,3094000
주식회사 에스카,하드디스크드라이브,제3자단가계약,2422000
주식회사 에스카,상자,제3자단가계약,8526000
주식회사 에스카,상자,제3자단가계약,3285000
주식회사 에스카,광섬유케이블어셈블리,제3자단가계약,188160
주식회사 에스카,광분배함,제3자단가계약,432000
주식회사 에스카,서지방지장치,제3자단가계약,1144000
주식회사 에스카,서지방지장치,제3자단가계약,2254000
주식회사 에스카,카메라받침대,제3자단가계약,1528000
주식회사 에스카,누전차단기,제3자단가계약,1912000
주식회사 에스카,디지털비디오레코더,제3자단가계약,5232000
주식회사 에스카,네트워크스위치,제3자단가계약,7800000
주식회사 에스카,네트워크스위치,제3자단가계약,840000
주식회사 지인테크,영상감시장치,제3자단가계약,1947000
주식회사 지인테크,보안용카메라,제3자단가계약,39850000
주식회사 지인테크,보안용카메라,제3자단가계약,53969000
주식회사 지인테크,네트워크스위치,제3자단가계약,1920000
주식회사 지인테크,카메라받침대,제3자단가계약,652000
주식회사 지인테크,서지방지장치,제3자단가계약,1330000
주식회사 지인테크,서지방지장치,제3자단가계약,981000
주식회사 지인테크,전원공급장치,제3자단가계약,2080000
주식회사 지인테크,누전차단기,제3자단가계약,370000
주식회사 지인테크,접지장치또는조립품,제3자단가계약,327150
주식회사 지인테크,전력케이블,제3자단가계약,334800
주식회사 지인테크,절연전선및피복선,제3자단가계약,215000
주식회사 지인테크,절연전선및피복선,제3자단가계약,36900
주식회사 지인테크,네트워크케이블,제3자단가계약,1096000
주식회사 지인테크,토공사,제3자단가계약,36450
주식회사 지인테크,토공사,제3자단가계약,17910
주식회사 지인테크,철근콘크리트공사,제3자단가계약,50250
주식회사 지인테크,철근콘크리트공사,제3자단가계약,714690
주식회사 지인테크,정보통신공사,제3자단가계약,379390
주식회사 지인테크,정보통신공사,제3자단가계약,1373350
주식회사 지인테크,정보통신공사,제3자단가계약,1207360
주식회사 포커스에이아이,영상감시장치,제3자단가계약,3367000
주식회사 포커스에이아이,보안용카메라,제3자단가계약,54600000
주식회사 포커스에이아이,보안용카메라,제3자단가계약,40000000
주식회사 포커스에이아이,상자,제3자단가계약,1219000
주식회사 포커스에이아이,카메라받침대,제3자단가계약,160000
주식회사 포커스에이아이,전원공급장치,제3자단가계약,1280000
주식회사 포커스에이아이,네트워크스위치,제3자단가계약,1633000
주식회사 포커스에이아이,네트워크스위치,제3자단가계약,260000
주식회사 포커스에이아이,송수신기및미디어컨버터,제3자단가계약,626600
주식회사 포커스에이아이,누전차단기,제3자단가계약,2910000
주식회사 포커스에이아이,서지방지장치,제3자단가계약,1350000
주식회사 포커스에이아이,서지방지장치,제3자단가계약,1100000
주식회사 포딕스시스템,디지털비디오레코더,제3자단가계약,6600000
주식회사 핀텔,전력케이블,제3자단가계약,276000
주식회사 핀텔,네트워크케이블,제3자단가계약,164400
주식회사 핀텔,전선관,제3자단가계약,975600
주식회사 핀텔,토공사,제3자단가계약,364500
주식회사 핀텔,토공사,제3자단가계약,179100
주식회사 다누시스,영상감시장치,제3자단가계약,8632000
주식회사 다누시스,보안용카메라,제3자단가계약,5162000
주식회사 다누시스,하드디스크드라이브,제3자단가계약,1195800
주식회사 다누시스,디지털비디오레코더,제3자단가계약,4745000
주식회사 다누시스,네트워크스위치,제3자단가계약,522000
주식회사 다누시스,네트워크스위치,제3자단가계약,720800
주식회사 다누시스,광분배함,제3자단가계약,164300
주식회사 다누시스,광섬유케이블어셈블리,제3자단가계약,54400
주식회사 다누시스,카메라받침대,제3자단가계약,356000
주식회사 다누시스,광송신기또는수신기,제3자단가계약,233040
주식회사 다누시스,광분배함,제3자단가계약,97200
주식회사 다누시스,누전차단기,제3자단가계약,360000
주식회사 다누시스,전원공급장치,제3자단가계약,232800
주식회사 다누시스,서지방지장치,제3자단가계약,1044000
주식회사 다누시스,서지방지장치,제3자단가계약,286000
이노뎁(주),영상감시장치,제3자단가계약,45257000
이노뎁(주),네트워크스위치,제3자단가계약,7920000
이노뎁(주),네트워크스위치,제3자단가계약,2904000
이노뎁(주),네트워크스위치,제3자단가계약,2480000
이노뎁(주),네트워크스위치,제3자단가계약,1496000
이노뎁(주),네트워크인터페이스카드,제3자단가계약,2177000
이노뎁(주),네트워크시스템장비용랙,제3자단가계약,1980000
이노뎁(주),하드디스크어레이,제3자단가계약,22000000
이노뎁(주),SAN스위치,제3자단가계약,17801000
이노뎁(주),하드디스크드라이브,제3자단가계약,48000000
이노뎁(주),통신서버소프트웨어,제3자단가계약,440000
주식회사 홍석,금속기둥,제3자단가계약,1364000
주식회사 홍석,금속기둥,제3자단가계약,5276000
주식회사 홍석,영상감시장치,제3자단가계약,19756000
주식회사 홍석,영상감시장치,제3자단가계약,8018000
주식회사 홍석,하드디스크드라이브,제3자단가계약,11580000
주식회사 홍석,네트워크스위치,제3자단가계약,3981000
주식회사 홍석,광송신기또는수신기,제3자단가계약,264000
주식회사 홍석,상자,제3자단가계약,717000
주식회사 홍석,상자,제3자단가계약,2408000
주식회사 홍석,안내판,제3자단가계약,647670
주식회사 홍석,안내판,제3자단가계약,316920
주식회사 홍석,서지방지장치,제3자단가계약,2141490
주식회사 홍석,서지방지장치,제3자단가계약,822900
주식회사 홍석,광분배함,제3자단가계약,217560
주식회사 홍석,광섬유케이블어셈블리,제3자단가계약,34880
주식회사 홍석,경보장치,제3자단가계약,613280
주식회사 홍석,정보통신공사,제3자단가계약,446880
주식회사 홍석,정보통신공사,제3자단가계약,868640
주식회사 그린아이티코리아,네트워크스위치,제3자단가계약,860000
주식회사 그린아이티코리아,보안용카메라,제3자단가계약,2624000
주식회사 그린아이티코리아,서지방지장치,제3자단가계약,712000
이노뎁(주),통신서버소프트웨어,제3자단가계약,5720000
주식회사 다누시스,카메라받침대,제3자단가계약,60000
주식회사 다누시스,서지방지장치,제3자단가계약,448000
주식회사 다누시스,서지방지장치,제3자단가계약,356000
주식회사 제이한테크,금속기둥,제3자단가계약,2380000
주식회사 제이한테크,금속기둥,제3자단가계약,6172500
이노뎁(주),상자,제3자단가계약,13260000
주식회사 디라직,통신케이블어셈블리,제3자단가계약,2640000
주식회사 디라직,통신케이블어셈블리,제3자단가계약,1950000
주식회사 디라직,변조기,제3자단가계약,5152000
주식회사 디라직,변조기,제3자단가계약,686000
이노뎁(주),통신서버소프트웨어,제3자단가계약,5720000
주식회사 펜타게이트,네트워크스위치,제3자단가계약,1799000
주식회사 송우인포텍,영상감시장치,제3자단가계약,13744000
주식회사 송우인포텍,LCD패널또는모니터,제3자단가계약,604000
주식회사 세오,영상감시장치,제3자단가계약,3314000
주식회사 세오,상자,제3자단가계약,7379000
주식회사 세오,보안용카메라,제3자단가계약,110630000
주식회사 세오,카메라받침대,제3자단가계약,5662000
주식회사 진명아이앤씨,영상감시장치,제3자단가계약,1180000
주식회사센텍,영상감시장치,제3자단가계약,34910000
주식회사센텍,영상감시장치,제3자단가계약,6175000
주식회사센텍,무선랜액세스포인트,제3자단가계약,5056000
주식회사센텍,연산축전지,제3자단가계약,9400000
주식회사센텍,태양전지조절기,제3자단가계약,523000
주식회사센텍,금속기둥,제3자단가계약,3200000
주식회사 송우인포텍,해석또는과학소프트웨어,제3자단가계약,1500000
주식회사 그린아이티코리아,영상감시장치,제3자단가계약,11214000
주식회사 그린아이티코리아,보안용카메라,제3자단가계약,28626000
주식회사 그린아이티코리아,네트워크스위치,제3자단가계약,7500000
주식회사 그린아이티코리아,네트워크스위치,제3자단가계약,1720000
주식회사 그린아이티코리아,컴퓨터서버,제3자단가계약,3595000
주식회사 그린아이티코리아,컴퓨터서버,제3자단가계약,9747000
주식회사 그린아이티코리아,하드디스크드라이브,제3자단가계약,3096000
주식회사 그린아이티코리아,전원공급장치,제3자단가계약,4060000
주식회사 그린아이티코리아,서지방지장치,제3자단가계약,390000
주식회사 그린아이티코리아,서지방지장치,제3자단가계약,1428000
주식회사 그린아이티코리아,서지방지장치,제3자단가계약,528000
주식회사 그린아이티코리아,LCD패널또는모니터,제3자단가계약,600000
주식회사 그린아이티코리아,누전차단기,제3자단가계약,1080000
주식회사 그린아이티코리아,안내판,제3자단가계약,693000
주식회사 그린아이티코리아,스피커,제3자단가계약,10800000
주식회사 그린아이티코리아,전원공급장치,제3자단가계약,870000
주식회사 그린아이티코리아,통신서버소프트웨어,제3자단가계약,7920000
주식회사 그린아이티코리아,통신서버소프트웨어,제3자단가계약,30000000
주식회사 그린아이티코리아,통신서버소프트웨어,제3자단가계약,25000000
주식회사 그린아이티코리아,네트워크시스템장비용랙,제3자단가계약,1999000
주식회사 그린아이티코리아,컴퓨터서버,제3자단가계약,19600000
주식회사 비알인포텍,영상감시장치,제3자단가계약,4669000
주식회사 비알인포텍,카메라받침대,제3자단가계약,197000
주식회사 비알인포텍,카메라받침대,제3자단가계약,131000
주식회사 비알인포텍,스피커,제3자단가계약,102000
주식회사 세오,금속기둥,제3자단가계약,12780000
주식회사 세오,안내판,제3자단가계약,431780
주식회사 세오,안내판,제3자단가계약,316920
주식회사 세오,누전차단기,제3자단가계약,354000
주식회사 포딕스시스템,영상감시장치,제3자단가계약,55500000
주식회사 두원전자통신,정보통신공사,제3자단가계약,172450
주식회사 두원전자통신,정보통신공사,제3자단가계약,624250
주식회사 두원전자통신,정보통신공사,제3자단가계약,548800
뉴코리아전자통신 주식회사,멀티미디어수신기,제3자단가계약,3900000
주식회사 지인테크,네트워크케이블,제3자단가계약,274000
주식회사 지인테크,옥외광섬유케이블,제3자단가계약,1911000
주식회사 지인테크,정보통신공사,제3자단가계약,670320
주식회사 지인테크,정보통신공사,제3자단가계약,1302960
주식회사 제이한테크,안내판,제3자단가계약,647670
주식회사 제이한테크,안내판,제3자단가계약,475380
뉴코리아전자통신 주식회사,경보장치,제3자단가계약,831000
주식회사 지인테크,영상감시장치,제3자단가계약,19854000
주식회사 지인테크,영상감시장치,제3자단가계약,21972000
주식회사 지인테크,네트워크스위치,제3자단가계약,4602000
주식회사 지인테크,네트워크스위치,제3자단가계약,520000
주식회사 지인테크,네트워크스위치,제3자단가계약,520000
주식회사 지인테크,카메라받침대,제3자단가계약,489000
주식회사 지인테크,누전차단기,제3자단가계약,687000
주식회사 지인테크,서지방지장치,제3자단가계약,399000
주식회사 지인테크,서지방지장치,제3자단가계약,294300
주식회사 지인테크,스피커,제3자단가계약,327000
주식회사 지인테크,광분배함,제3자단가계약,357000
주식회사 지인테크,광섬유케이블어셈블리,제3자단가계약,40000
주식회사 두원전자통신,영상감시장치,제3자단가계약,1689000
주식회사 두원전자통신,보안용카메라,제3자단가계약,5292000
주식회사 두원전자통신,디지털비디오레코더,제3자단가계약,5450000
주식회사 두원전자통신,하드디스크드라이브,제3자단가계약,462000
주식회사 두원전자통신,카메라받침대,제3자단가계약,426000
주식회사 두원전자통신,네트워크스위치,제3자단가계약,1687000
주식회사 두원전자통신,LCD패널또는모니터,제3자단가계약,398000
주식회사 에스카,정보통신공사,제3자단가계약,1564080
주식회사 에스카,정보통신공사,제3자단가계약,3040240
주식회사 그린아이티코리아,패키지소프트웨어개발및도입서비스,제3자단가계약,26706500
주식회사 그린아이티코리아,주차관제장치,제3자단가계약,2509000
주식회사 그린아이티코리아,주차관제장치,제3자단가계약,19800000
주식회사 그린아이티코리아,주차관제장치,제3자단가계약,2880000
주식회사 그린아이티코리아,주차관제장치,제3자단가계약,200000
주식회사 그린아이티코리아,접지장치또는조립품,제3자단가계약,218100
주식회사 그린아이티코리아,접지장치또는조립품,제3자단가계약,441000
주식회사 그린아이티코리아,전력케이블,제3자단가계약,2760000
주식회사 그린아이티코리아,절연전선및피복선,제3자단가계약,123000
주식회사 그린아이티코리아,네트워크케이블,제3자단가계약,1644000
주식회사 그린아이티코리아,전선관,제3자단가계약,3902400
주식회사 그린아이티코리아,철근콘크리트공사,제3자단가계약,14293800
주식회사 그린아이티코리아,토공사,제3자단가계약,2112000
주식회사 그린아이티코리아,토공사,제3자단가계약,3348000
주식회사 그린아이티코리아,정보통신공사,제3자단가계약,4138800
주식회사 그린아이티코리아,정보통신공사,제3자단가계약,8739500
주식회사 그린아이티코리아,정보통신공사,제3자단가계약,8780800
주식회사 홍석,금속기둥,제3자단가계약,638000
주식회사 디라직,스피커,제3자단가계약,1584000
(주)비엔에스테크,영상감시장치,제3자단가계약,13500000
(주)비엔에스테크,전력케이블,제3자단가계약,4600000
(주)비엔에스테크,전력케이블,제3자단가계약,3124800
(주)비엔에스테크,네트워크케이블,제3자단가계약,1644000
(주)비엔에스테크,옥외광섬유케이블,제3자단가계약,1674000
(주)비엔에스테크,전선관,제3자단가계약,4092000
(주)비엔에스테크,영상감시장치,제3자단가계약,14002000
(주)비엔에스테크,하드디스크드라이브,제3자단가계약,7260000
(주)비엔에스테크,보안용카메라,제3자단가계약,12934000
(주)비엔에스테크,상자,제3자단가계약,3762000
(주)비엔에스테크,상자,제3자단가계약,7755000
(주)비엔에스테크,디지털비디오레코더,제3자단가계약,2773000
(주)비엔에스테크,네트워크스위치,제3자단가계약,1190000
(주)비엔에스테크,네트워크스위치,제3자단가계약,4782000
(주)비엔에스테크,광분배함,제3자단가계약,149000
(주)비엔에스테크,광분배함,제3자단가계약,147000
(주)비엔에스테크,광송신기또는수신기,제3자단가계약,396000
(주)비엔에스테크,광섬유케이블어셈블리,제3자단가계약,60000
(주)비엔에스테크,네트워크시스템장비용랙,제3자단가계약,58000
(주)비엔에스테크,네트워크시스템장비용랙,제3자단가계약,634000
(주)비엔에스테크,LCD패널또는모니터,제3자단가계약,302000
(주)비엔에스테크,영상정보디스플레이장치,제3자단가계약,6232000
(주)비엔에스테크,전원공급장치,제3자단가계약,548000
(주)비엔에스테크,카메라받침대,제3자단가계약,790000
(주)비엔에스테크,카메라받침대,제3자단가계약,640000
(주)비엔에스테크,컴퓨터서버,제3자단가계약,3888000
렉스젠 주식회사,해석또는과학소프트웨어,제3자단가계약,1400000
렉스젠 주식회사,해석또는과학소프트웨어,제3자단가계약,1400000
이노뎁(주),통신서버소프트웨어,제3자단가계약,2200000
(주)비엔에스테크,전력케이블,제3자단가계약,138000
(주)비엔에스테크,네트워크케이블,제3자단가계약,164400
(주)비엔에스테크,전선관,제3자단가계약,111600
(주)비엔에스테크,정보통신공사,제3자단가계약,172450
(주)비엔에스테크,정보통신공사,제3자단가계약,624250
(주)비엔에스테크,정보통신공사,제3자단가계약,548800
(주)비엔에스테크,누전차단기,제3자단가계약,206000
(주)비엔에스테크,SAN스위치,제3자단가계약,543000
(주)비엔에스테크,LCD패널또는모니터,제3자단가계약,350000
(주)비엔에스테크,서지방지장치,제3자단가계약,264000
(주)비엔에스테크,서지방지장치,제3자단가계약,220000
(주)비엔에스테크,텔레비전거치대,제3자단가계약,294000
주식회사 세오,영상감시장치,제3자단가계약,1363000
주식회사 세오,상자,제3자단가계약,638000
주식회사 세오,하드디스크드라이브,제3자단가계약,1806000
주식회사 시큐인포,영상감시장치,제3자단가계약,666000
주식회사 시큐인포,디지털비디오레코더,제3자단가계약,1836200
주식회사 시큐인포,하드디스크드라이브,제3자단가계약,694000
주식회사 시큐인포,디지털비디오레코더,제3자단가계약,5504000
주식회사 시큐인포,LCD패널또는모니터,제3자단가계약,438000
주식회사 시큐인포,영상감시장치,제3자단가계약,1210000
주식회사 시큐인포,무선랜액세스포인트,제3자단가계약,2556000
주식회사 시큐인포,디지털비디오레코더,제3자단가계약,6700000
주식회사 시큐인포,하드디스크드라이브,제3자단가계약,1680000
주식회사 두원전자통신,네트워크시스템장비용랙,제3자단가계약,891700
주식회사 두원전자통신,영상감시장치,제3자단가계약,4402000
주식회사 두원전자통신,디지털비디오레코더,제3자단가계약,43600000
주식회사 두원전자통신,하드디스크드라이브,제3자단가계약,91364000
주식회사 두원전자통신,네트워크스위치,제3자단가계약,1687000
주식회사 두원전자통신,SAN스위치,제3자단가계약,1400000
주식회사 두원전자통신,LCD패널또는모니터,제3자단가계약,398000
주식회사 비알인포텍,영상감시장치,제3자단가계약,1998000
주식회사 비알인포텍,네트워크시스템장비용랙,제3자단가계약,789290
주식회사 비알인포텍,정보통신공사,제3자단가계약,1724500
주식회사 비알인포텍,정보통신공사,제3자단가계약,6242500
주식회사 비알인포텍,정보통신공사,제3자단가계약,5488000
주식회사 비알인포텍,영상감시장치,제3자단가계약,2170000
주식회사 비알인포텍,영상정보디스플레이장치,제3자단가계약,81000000
주식회사 비알인포텍,하드디스크드라이브,제3자단가계약,596000
주식회사 비알인포텍,네트워크스위치,제3자단가계약,2200000
주식회사 비알인포텍,텔레비전거치대,제3자단가계약,2352000
주식회사 비알인포텍,안내판,제3자단가계약,215890
주식회사 비알인포텍,전기함,제3자단가계약,333650
주식회사 비알인포텍,정보통신공사,제3자단가계약,172450
주식회사 비알인포텍,정보통신공사,제3자단가계약,624250
주식회사 비알인포텍,정보통신공사,제3자단가계약,548800
주식회사 포딕스시스템,디지털비디오레코더,제3자단가계약,6600000
렉스젠 주식회사,영상감시장치,제3자단가계약,194565000
렉스젠 주식회사,차량번호판독기,제3자단가계약,27692000
주식회사 티제이원,영상감시장치,제3자단가계약,6016000
주식회사 티제이원,컴퓨터서버,제3자단가계약,17892000
주식회사 포딕스시스템,영상감시장치,제3자단가계약,19502000
주식회사 포딕스시스템,영상감시장치,제3자단가계약,19502000
주식회사 포딕스시스템,디지털비디오레코더,제3자단가계약,5292000
주식회사 포딕스시스템,네트워크시스템장비용랙,제3자단가계약,857000
주식회사 포딕스시스템,LCD패널또는모니터,제3자단가계약,668000
주식회사 명광,보안용카메라,제3자단가계약,1342000
주식회사 시큐인포,영상감시장치,제3자단가계약,1677000
주식회사 시큐인포,네트워크스위치,제3자단가계약,974000
주식회사 시큐인포,하드디스크드라이브,제3자단가계약,896000
주식회사 시큐인포,디지털비디오레코더,제3자단가계약,3121000
주식회사 시큐인포,LCD패널또는모니터,제3자단가계약,302000
주식회사 시큐인포,안내판,제3자단가계약,215890
주식회사 시큐인포,영상감시장치,제3자단가계약,1677000
주식회사 시큐인포,네트워크스위치,제3자단가계약,974000
주식회사 시큐인포,하드디스크드라이브,제3자단가계약,896000
주식회사 시큐인포,디지털비디오레코더,제3자단가계약,3121000
주식회사 시큐인포,LCD패널또는모니터,제3자단가계약,302000
주식회사 시큐인포,안내판,제3자단가계약,215890
한국씨텍(주),영상감시장치,제3자단가계약,71655000
한국씨텍(주),적외선카메라,제3자단가계약,54807000
한국씨텍(주),LCD패널또는모니터,제3자단가계약,606000
한국씨텍(주),베어본컴퓨터,제3자단가계약,4690000
주식회사 비알인포텍,영상감시장치,제3자단가계약,0
주식회사 비알인포텍,하드디스크드라이브,제3자단가계약,4275100
주식회사 아이즈온솔루션,영상감시장치,제3자단가계약,3785000
주식회사 아이즈온솔루션,보안용카메라,제3자단가계약,10700000
주식회사 아이즈온솔루션,네트워크스위치,제3자단가계약,8358000
주식회사 아이즈온솔루션,네트워크스위치,제3자단가계약,1100000
주식회사 아이즈온솔루션,디지털비디오레코더,제3자단가계약,4700000
주식회사 아이즈온솔루션,하드디스크드라이브,제3자단가계약,1011000
주식회사 아이즈온솔루션,카메라받침대,제3자단가계약,183000
주식회사 아이즈온솔루션,카메라받침대,제3자단가계약,220000
주식회사 아이즈온솔루션,서지방지장치,제3자단가계약,945000
주식회사 아이즈온솔루션,서지방지장치,제3자단가계약,770000
주식회사 아이즈온솔루션,누전차단기,제3자단가계약,1246000
주식회사 아이즈온솔루션,LCD패널또는모니터,제3자단가계약,850000
주식회사 아이즈온솔루션,전원공급장치,제3자단가계약,548000
주식회사 인텔리빅스,영상감시장치,제3자단가계약,2200000
주식회사 인텔리빅스,카메라받침대,제3자단가계약,141310
주식회사 인텔리빅스,접지장치또는조립품,제3자단가계약,581600
주식회사 인텔리빅스,서지방지장치,제3자단가계약,2468700
주식회사 인텔리빅스,광분배함,제3자단가계약,725200
주식회사 인텔리빅스,광섬유케이블어셈블리,제3자단가계약,87200
주식회사 인텔리빅스,전력케이블,제3자단가계약,223200
주식회사 인텔리빅스,절연전선및피복선,제3자단가계약,103200
주식회사 인텔리빅스,절연전선및피복선,제3자단가계약,98400
주식회사 인텔리빅스,네트워크케이블,제3자단가계약,885020
주식회사 인텔리빅스,옥외광섬유케이블,제3자단가계약,5859000
주식회사 인텔리빅스,정보통신공사,제3자단가계약,1117200
주식회사 인텔리빅스,전기함,제3자단가계약,533840
주식회사 인텔리빅스,토공사,제3자단가계약,48600
