업체명,물품분류명,금액,납품요구번호,MAS여부,월
렉스젠 주식회사,무인교통감시장치,0,1224211275,N,3월
렉스젠 주식회사,상자,0,1224211275,N,3월
렉스젠 주식회사,전광판,0,1224211275,N,3월
렉스젠 주식회사,보안용카메라,-3210000,1224211275,N,3월
렉스젠 주식회사,소프트웨어유지및지원서비스,-240000,1224805943,N,3월
주식회사 두원전자통신,보안용카메라,-3969000,2223465721,N,3월
주식회사 두원전자통신,보안용카메라,0,2223465721,N,3월
주식회사 두원전자통신,안내판,0,2223465721,N,3월
주식회사 두원전자통신,네트워크시스템장비용랙,0,2223465721,N,3월
주식회사 두원전자통신,네트워크시스템장비용랙,0,2223465721,N,3월
주식회사 두원전자통신,상자,0,2223465721,N,3월
주식회사 두원전자통신,카메라받침대,0,2223465721,N,3월
주식회사 두원전자통신,카메라받침대,0,2223465721,N,3월
주식회사 두원전자통신,서지방지장치,0,2223465721,N,3월
주식회사 두원전자통신,서지방지장치,-606000,2223465721,N,3월
주식회사 두원전자통신,전원공급장치,0,2223465721,N,3월
주식회사 두원전자통신,네트워크스위치,0,2223465721,N,3월
주식회사 두원전자통신,네트워크스위치,0,2223465721,N,3월
주식회사 두원전자통신,LCD패널또는모니터,0,2223465721,N,3월
주식회사 두원전자통신,영상감시장치,0,2223465721,N,3월
주식회사 두원전자통신,유선송신기또는수신기,0,2223465721,N,3월
주식회사 두원전자통신,유선송신기또는수신기,0,2223465721,N,3월
주식회사 두원전자통신,유선송신기또는수신기,0,2223465721,N,3월
주식회사 두원전자통신,유선송신기또는수신기,0,2223465721,N,3월
주식회사 두원전자통신,카메라받침대,-268000,2223465721,N,3월
주식회사 두원전자통신,하드디스크드라이브,0,2223465721,N,3월
주식회사 두원전자통신,경보장치,0,2223465721,N,3월
주식회사 두원전자통신,디지털비디오레코더,0,2223465721,N,3월
주식회사 두원전자통신,멀티미디어수신기,0,2223465721,N,3월
주식회사 두원전자통신,안내판,0,2223465721,N,3월
주식회사 두원전자통신,인터콤시스템,0,2223465721,N,3월
주식회사 두원전자통신,하드디스크드라이브,0,2223465721,N,3월
주식회사 그린아이티코리아,주차관제장치,0,2224413898,N,3월
주식회사 그린아이티코리아,주차관제장치,0,2224413898,N,3월
주식회사 그린아이티코리아,주차관제장치,0,2224413898,N,3월
주식회사 그린아이티코리아,네트워크스위치,0,2224413898,N,3월
주식회사 그린아이티코리아,주차관제장치,0,2224413898,N,3월
주식회사 그린아이티코리아,인터콤시스템,0,2224413898,N,3월
주식회사 그린아이티코리아,주차관제장치,0,2224413898,N,3월
주식회사 그린아이티코리아,주차관제장치,0,2224413898,N,3월
주식회사 그린아이티코리아,주차관제장치,-4829000,2224413898,N,3월
주식회사 그린아이티코리아,주차관제장치,0,2224413898,N,3월
주식회사 그린아이티코리아,보안용카메라,0,2224413898,N,3월
주식회사 그린아이티코리아,주차관제장치,0,2224413898,N,3월
주식회사 그린아이티코리아,디지털비디오레코더,0,2224413898,N,3월
주식회사 그린아이티코리아,LCD패널또는모니터,0,2224413898,N,3월
주식회사 에스카,영상감시장치,0,2224479266,N,3월
주식회사 에스카,보안용카메라,0,2224479266,N,3월
주식회사 에스카,영상감시장치,0,2224479266,N,3월
주식회사 에스카,하드디스크드라이브,0,2224479266,N,3월
주식회사 에스카,유선송신기또는수신기,0,2224479266,N,3월
주식회사 에스카,유선송신기또는수신기,0,2224479266,N,3월
주식회사 에스카,디지털비디오레코더,0,2224479266,N,3월
주식회사 에스카,LCD패널또는모니터,-631800,2224479266,N,3월
주식회사 에스카,광섬유케이블어셈블리,0,2224479266,N,3월
주식회사 에스카,광분배함,0,2224479266,N,3월
주식회사 에스카,광분배함,0,2224479266,N,3월
주식회사 에스카,네트워크스위치,0,2224479266,N,3월
주식회사 에스카,네트워크스위치,0,2224479266,N,3월
주식회사 에스카,네트워크스위치,0,2224479266,N,3월
주식회사 에스카,네트워크시스템장비용랙,0,2224479266,N,3월
주식회사 에스카,서지방지장치,0,2224479266,N,3월
주식회사 에스카,서지방지장치,0,2224479266,N,3월
주식회사 에스카,서지방지장치,0,2224479266,N,3월
주식회사 에스카,카메라받침대,0,2224479266,N,3월
주식회사 에스카,카메라받침대,0,2224479266,N,3월
주식회사 에스카,누전차단기,0,2224479266,N,3월
주식회사 에스카,전원공급장치,0,2224479266,N,3월
주식회사 진명아이앤씨,구내방송장치,-18905000,2320463198,N,3월
주식회사 진명아이앤씨,영상감시장치,-11602500,2320463611,Y,3월
주식회사 진명아이앤씨,영상감시장치,-6142500,2320463611,Y,3월
주식회사 진명아이앤씨,영상감시장치,-11700000,2320463611,Y,3월
주식회사 진명아이앤씨,변조기,-1928000,2320463612,Y,3월
주식회사 진명아이앤씨,랙캐비닛용패널,-179000,2320463612,Y,3월
주식회사 진명아이앤씨,전원공급장치,-713000,2320463612,Y,3월
주식회사 진명아이앤씨,광분배함,-236600,2320463613,N,3월
주식회사 진명아이앤씨,광송신기또는수신기,-155600,2320463613,N,3월
주식회사 진명아이앤씨,네트워크시스템장비용랙,-665000,2320463613,N,3월
주식회사 진명아이앤씨,네트워크스위치,-1760000,2320463613,N,3월
주식회사 진명아이앤씨,네트워크스위치,-911000,2320463613,N,3월
주식회사 진명아이앤씨,카메라받침대,-708000,2320463613,N,3월
주식회사 진명아이앤씨,서지방지장치,-1156000,2320463613,N,3월
주식회사 진명아이앤씨,스피커,-832000,2320463618,Y,3월
주식회사 진명아이앤씨,네트워크시스템장비용랙,-1287000,2320463618,Y,3월
주식회사 진명아이앤씨,네트워크시스템장비용랙,-2164000,2320463618,Y,3월
주식회사 진명아이앤씨,네트워크시스템장비용랙,-615000,2320463618,Y,3월
주식회사 진명아이앤씨,네트워크시스템장비용랙,-680000,2320463618,Y,3월
주식회사 진명아이앤씨,스피커,-159000,2320463618,Y,3월
주식회사 진명아이앤씨,콤팩트디스크재생또는녹음기,-2913000,2320463618,Y,3월
주식회사 진명아이앤씨,스피커,-258000,2320463618,Y,3월
주식회사 진명아이앤씨,스피커,-11646000,2320463618,Y,3월
주식회사 진명아이앤씨,랙캐비닛용패널,-1980000,2320463618,Y,3월
주식회사 진명아이앤씨,랙캐비닛용패널,-140000,2320463618,Y,3월
주식회사 진명아이앤씨,무선마이크장치,-1962000,2320463618,Y,3월
주식회사 진명아이앤씨,무선마이크장치,-2020000,2320463618,Y,3월
주식회사 진명아이앤씨,무선마이크장치,-3864000,2320463618,Y,3월
주식회사 진명아이앤씨,무선마이크장치,-1308000,2320463618,Y,3월
주식회사 진명아이앤씨,무선마이크장치,-2289000,2320463618,Y,3월
주식회사 진명아이앤씨,마이크로폰,-2618000,2320463618,Y,3월
